DateOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_district,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
09 Mar 2019,17,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,BR6,Farnborough & Crofton,543450,165050,Orpington,413,Orpington,519,Bromley,2,2,2,1,333,1
09 Mar 2019,20,False Alarm,AFA,,Non Residential,Sports/Social club ,Correct incident location,BR3,Clock House,535750,168450,Woodside,276,Woodside,,,1,1,1,1,333,1
09 Mar 2019,21,False Alarm,AFA,,Non Residential,Hospital ,Within same building,BR6,Farnborough & Crofton,543450,165050,Orpington,412,Orpington,424,Orpington,1,2,2,1,333,1
09 Mar 2019,22,Fire,Secondary Fire,,Outdoor,Hedge,In street close to gazetteer location,BR6,Farnborough & Crofton,545050,164250,Orpington,272,Orpington,,,1,1,1,1,333,1
09 Mar 2019,23,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR6,Orpington,546550,166350,Orpington,287,Orpington,,,1,1,1,2,666,1
10 Mar 2019,2,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,Beckenham Town & Copers Cope,538050,169650,Beckenham,,,,,1,1,1,1,333,1
10 Mar 2019,7,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR6,Orpington,546550,166350,Orpington,336,Orpington,,,1,1,2,2,666,1
10 Mar 2019,8,Special Service,Special Service,Making Safe (not RTC),Outdoor,Road surface/pavement ,In street outside gazetteer location,BR6,Chelsfield,548950,163350,Orpington,391,Orpington,,,1,1,1,1,333,3
10 Mar 2019,8,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR1,Bickley & Sundridge,542050,170050,Bromley,235,Bromley,324,Bromley,2,3,3,1,333,1
10 Mar 2019,9,Special Service,Special Service,Making Safe (not RTC),Outdoor,Road surface/pavement ,In street outside gazetteer location,BR2,Darwin,539850,162450,Biggin Hill,509,Biggin Hill,,,1,1,1,1,333,1
10 Mar 2019,9,Special Service,Special Service,Making Safe (not RTC),Dwelling,House - single occupancy ,Correct incident location,SE19,Crystal Palace & Anerley,533950,170250,Beckenham,481,West Norwood,53,West Norwood,1,2,3,3,999,1
10 Mar 2019,9,Special Service,Special Service,Making Safe (not RTC),Outdoor,Road surface/pavement ,In street outside gazetteer location,BR6,Chelsfield,549050,163550,Orpington,73,Orpington,,,1,1,1,1,333,1
10 Mar 2019,9,Special Service,Special Service,Making Safe (not RTC),Non Residential,Fire station ,Correct incident location,BR6,Orpington,547050,165750,Orpington,,,,,,,,,,1
10 Mar 2019,10,Special Service,Special Service,Flooding,Non Residential,Single shop ,Correct incident location,BR5,St. Mary Cray,547050,168050,Orpington,273,Orpington,,,1,1,1,1,333,1
10 Mar 2019,10,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,BR5,Orpington,547750,166150,Orpington,242,Orpington,,,1,1,1,1,333,1
10 Mar 2019,12,Special Service,Special Service,Making Safe (not RTC),Non Residential,Single shop ,Correct incident location,BR6,Farnborough & Crofton,543250,165250,Orpington,445,Orpington,,,1,1,1,1,333,1
10 Mar 2019,12,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR1,Bromley Town,540150,169450,Bromley,188,Bromley,,,1,1,1,1,333,1
